Timestamp,Task,Type,Mode,Agent,Round,Model Name,Role Name,Data Num,Mean Fluency,STD Fluency,Mean Flexibility,STD Flexibility,Mean Originality,STD Originality,Mean Elaboration,STD Elaboration,File Name
2024-03-16 21:31:15,Similarities,single,Default,1,1,gpt-3.5,,10,6.5,1.515,6.067,1.618,2.725,0.3,2.294,0.283,Similarities_single_debate_default_1_1_gpt-3.5-turbo-0125_None_final_2024-03-16-21-31-15_10
2024-03-16 23:23:09,Similarities,debate,prompt-4,2,6,gpt-3-5-turbo-0125,None,10,5.283,1.959,5.717,1.6,3.101,0.472,2.793,0.75,Similarities_multi_debate_default_2_6_gpt-3-5-turbo-0125_None_final_2024-03-16-23-23-09_10
2024-03-17 01:12:59,Similarities,debate,prompt-1,2,6,gpt-3-5-turbo-0125,None,10,6.083,2.049,6.7,1.822,3.251,0.507,2.341,0.602,Similarities_multi_debate_prompt-1_2_6_gpt-3-5-turbo-0125_None_final_2024-03-17-01-12-59_10
2024-03-17 01:16:07,Similarities,debate,prompt-5,2,6,gpt-3-5-turbo-0125,None,10,5.017,1.734,6.167,1.887,2.847,0.241,2.743,0.629,Similarities_multi_debate_prompt-5_2_6_gpt-3-5-turbo-0125_None_final_2024-03-17-01-16-07_10
2024-03-17 02:45:18,Similarities,debate,prompt-2,2,6,gpt-3-5-turbo-0125,None,10,9.85,3.444,9.383,2.009,3.031,0.21,2.468,0.331,Similarities_multi_debate_prompt-2_2_6_gpt-3-5-turbo-0125_None_final_2024-03-17-02-45-18_10
2024-03-17 02:50:28,Similarities,debate,prompt-3,2,6,gpt-3-5-turbo-0125,None,10,5.233,1.623,5.85,1.675,3.626,0.343,2.615,0.537,Similarities_multi_debate_prompt-3_2_6_gpt-3-5-turbo-0125_None_final_2024-03-17-02-50-28_10
2024-03-17 12:54:38,Similarities,debate,prompt-2-final,2,2,gpt-3-5-turbo-0125,None,10,10.2,2.839,8.883,3.509,2.74,0.263,1.9,0.314,Similarities_multi_debate_prompt-2-final_2_2_gpt-3-5-turbo-0125_None_final_2024-03-17-12-54-38_10
2024-03-17 14:07:51,Similarities,debate,prompt-2-final,2,3,gpt-3-5-turbo-0125,None,10,11.75,4.724,9.75,4.433,2.903,0.221,2.313,0.364,Similarities_multi_debate_prompt-2-final_2_3_gpt-3-5-turbo-0125_None_final_2024-03-17-14-07-51_10
2024-03-17 15:44:44,Similarities,debate,prompt-2-final,2,4,gpt-3-5-turbo-0125,None,10,9.283,4.69,7.9,1.684,3.105,0.248,2.481,0.41,Similarities_multi_debate_prompt-2-final_2_4_gpt-3-5-turbo-0125_None_final_2024-03-17-15-44-44_10
2024-03-17 17:06:35,Similarities,debate,prompt-2-final,2,5,gpt-3-5-turbo-0125,None,10,9.967,4.456,9.033,3.601,3.055,0.269,2.495,0.382,Similarities_multi_debate_prompt-2-final_2_5_gpt-3-5-turbo-0125_None_final_2024-03-17-17-06-35_10
2024-03-17 18:48:01,Similarities,debate,prompt-2-final,2,6,gpt-3-5-turbo-0125,None,10,8.867,3.49,8.85,2.504,3.092,0.177,2.633,0.334,Similarities_multi_debate_prompt-2-final_2_6_gpt-3-5-turbo-0125_None_final_2024-03-17-18-48-01_10
2024-03-17 20:37:24,Similarities,debate,prompt-2-final,2,8,gpt-3-5-turbo-0125,None,10,7.583,2.58,7.567,2.137,2.949,0.206,2.507,0.349,Similarities_multi_debate_prompt-2-final_2_8_gpt-3-5-turbo-0125_None_final_2024-03-17-20-37-24_10
2024-03-17 20:55:00,Similarities,single,default,1,1,gpt-3-5-turbo-0125,,10,6.567,1.713,5.733,1.209,2.688,0.301,2.309,0.29,Similarities_single_single_final_1_1_gpt-3.5-turbo-0125_None_final_2024-03-17-20-55-00_10
2024-03-17 22:47:01,Similarities,debate,prompt-2-final,2,10,gpt-3-5-turbo-0125,None,10,8.35,3.985,7.617,1.762,2.971,0.156,2.509,0.297,Similarities_multi_debate_prompt-2-final_2_10_gpt-3-5-turbo-0125_None_final_2024-03-17-22-47-01_10
2024-03-18 04:29:13,Similarities,debate,FINAL,2,2,gpt-3-5-turbo-0125,None,10,6.883,1.288,7.217,1.326,2.914,0.229,2.492,0.273,Similarities_multi_debate_FINAL_2_2_gpt-3-5-turbo-0125_None_final_2024-03-18-04-29-13_10
2024-03-18 05:42:15,Similarities,debate,FINAL,2,3,gpt-3-5-turbo-0125,None,10,6.933,2.081,7.2,1.857,2.967,0.187,2.625,0.272,Similarities_multi_debate_FINAL_2_3_gpt-3-5-turbo-0125_None_final_2024-03-18-05-42-15_10
2024-03-18 05:52:20,Similarities,debate,FINAL,3,6,gpt-3-5-turbo-0125,None,10,6.178,2.196,6.633,1.942,3.085,0.248,2.873,0.363,Similarities_multi_debate_FINAL_3_6_gpt-3-5-turbo-0125_None_final_2024-03-18-05-52-20_10
2024-03-18 07:12:21,Similarities,debate,FINAL,2,4,gpt-3-5-turbo-0125,None,10,6.517,2.776,7.1,2.835,3.047,0.293,2.542,0.29,Similarities_multi_debate_FINAL_2_4_gpt-3-5-turbo-0125_None_final_2024-03-18-07-12-21_10
2024-03-18 08:32:56,Similarities,debate,FINAL,2,5,gpt-3-5-turbo-0125,None,10,6.2,1.572,6.4,1.594,3.007,0.217,2.628,0.325,Similarities_multi_debate_FINAL_2_5_gpt-3-5-turbo-0125_None_final_2024-03-18-08-32-56_10
2024-03-18 09:16:23,Similarities,debate,FINAL,4,6,gpt-3-5-turbo-0125,None,10,7.742,1.639,8.275,1.663,3.059,0.233,2.81,0.273,Similarities_multi_debate_FINAL_4_6_gpt-3-5-turbo-0125_None_final_2024-03-18-09-16-23_10
2024-03-18 10:07:07,Similarities,debate,FINAL,2,6,gpt-3-5-turbo-0125,None,10,6.017,1.537,6.35,1.443,3.146,0.276,2.753,0.312,Similarities_multi_debate_FINAL_2_6_gpt-3-5-turbo-0125_None_final_2024-03-18-10-07-07_10
2024-03-18 12:04:58,Similarities,debate,FINAL,2,8,gpt-3-5-turbo-0125,None,10,6.1,2.189,6.983,1.875,3.178,0.292,2.64,0.426,Similarities_multi_debate_FINAL_2_8_gpt-3-5-turbo-0125_None_final_2024-03-18-12-04-58_10
2024-03-18 13:37:42,Similarities,debate,FINAL,5,6,gpt-3-5-turbo-0125,None,10,6.727,1.883,7.367,1.931,3.114,0.229,2.895,0.311,Similarities_multi_debate_FINAL_5_6_gpt-3-5-turbo-0125_None_final_2024-03-18-13-37-42_10
2024-03-18 14:14:10,Similarities,debate,FINAL,2,10,gpt-3-5-turbo-0125,None,10,6.267,1.828,6.667,1.719,3.034,0.299,2.778,0.244,Similarities_multi_debate_FINAL_2_10_gpt-3-5-turbo-0125_None_final_2024-03-18-14-14-10_10
2024-03-18 16:45:02,Similarities,single,FINAL,1,1,gpt-3-5-turbo-0125,,10,6.6,1.837,5.967,1.56,2.972,0.545,2.104,0.251,Similarities_single_single_final_1_1_gpt-3.5-turbo-0125_None_final_2024-03-18-16-45-02_10
